              Name           Packing           VoroMQA             SBROD             3DCNN             ProQ2             ProQ3        ProteinPro               GDT
    t0968s1ts380_5         22.871708          0.360475          1.477162          0.843340          0.422333          0.303409         60.295558         29.237000
    t0968s2ts441_4         46.986729          0.335445          1.422873          0.425580          0.419158          0.381811         29.351348         18.261000
      t1005ts004_2         59.909531          0.334006          1.529837          0.490370          0.314937          0.189725         52.245288         45.169000
    t0957s2ts246_4         36.587738          0.332149          1.419748          0.414140          0.216592          0.089044         48.267895         41.456000
      t0954ts152_5         28.643061          0.201359          1.350637          0.120510          0.253181          0.134981         40.426257         22.588000
      t1003ts470_5         91.135239          0.371723          1.725890          0.749770          0.541677          0.541175          9.523904         85.196000
      t1005ts135_1         44.071217          0.363647          1.625867          0.487590          0.379551          0.396439         43.799983         40.184000
      t1003ts157_2         10.976956          0.190909          1.490164          0.187640          0.187604          0.107540         51.192252         14.689000
    t0957s2ts337_2         18.627277          0.306719          1.437127          0.404870          0.225237          0.115465         36.911534         24.842000
      t1011ts441_3         56.511570          0.299346          1.492058          0.417040          0.326006          0.341892         19.891665         39.583000
      t0954ts023_3         68.023247          0.321156          1.598740          0.416000          0.447174          0.399383         42.635079         53.143000
    t0957s2ts043_5         40.121155          0.454257          1.510041          0.714510          0.464088          0.256379         -1.686864         64.557000
      t1011ts282_4         41.096859          0.267274          1.363530          0.113840          0.209297          0.175356         39.962701          7.995000
    t0968s1ts358_5         16.140413          0.101485          1.241229          0.067100         -0.059614         -0.111687         30.317658         20.975000
    t0953s2ts117_5         33.329617          0.233796          1.468927          0.183300          0.299870          0.362718         17.145817         38.810000
      t0963ts492_2         12.941851          0.301703          1.498495          0.414190          0.158113         -0.102614         66.198286         12.431000
      t0963ts402_5         19.920023          0.215172          1.443054          0.176760          0.166915          0.050327          3.976037         19.231000
    t0968s1ts472_1          9.883968          0.137438          1.252458          0.141890         -0.063357         -0.153605         28.340620         17.161000
    t0968s1ts221_1         36.526920          0.323588          1.380460          0.518430          0.328678          0.241427         74.274885         40.466000
      t0963ts368_4         25.681299          0.348653          1.467950          0.511850          0.185100         -0.003406          7.098704         18.269000
    t0968s2ts337_3         25.381229          0.349044          1.407312          0.445290          0.397721          0.333415         71.829787         18.043000
      t0954ts407_4         30.494198          0.277594          1.416013          0.124450          0.311032          0.343923         36.297953          9.942000
      t1011ts381_4         21.726213          0.180190          1.263886          0.111620          0.172911          0.099041         32.258041         15.146000
    t0968s2ts043_4         24.203331          0.455103          1.480549          0.665420          0.324272          0.415179         52.714833         75.435000
      t0954ts497_3         37.387947          0.167434          1.315354          0.080320          0.071739          0.063456         28.699745         17.398000
      t0954ts089_5         95.563812          0.438619          1.693662          0.588020          0.552889          0.481607         45.755717         56.506000
      t0954ts214_1         75.066238          0.531710          1.795873          0.798000          0.653076          0.676570         36.474643         68.567000
      t1005ts058_1         58.361946          0.327385          1.490317          0.480170          0.304099          0.283096        110.286050         50.000000
    t0968s1ts498_2         29.564959          0.226689          1.319692          0.267340          0.213784          0.275088         48.378266         60.805000
    t0968s1ts086_4         40.080009          0.327704          1.427750          0.649350          0.304962          0.290007         25.173477         63.347000
      t1011ts246_2         55.153572          0.337125          1.521233          0.535450          0.348476          0.369148         78.292720         44.200000
      t1005ts406_2         38.526569          0.344192          1.623833          0.442980          0.279347          0.252088         80.299673         53.298000
    t0968s2ts389_1         24.934237          0.369123          1.505728          0.502410          0.281048          0.254663         71.809995         22.609000
    t0968s1ts322_1         22.028681          0.312540          1.371166          0.572350          0.335374          0.329741          4.069195         56.780000
      t0963ts470_3         13.385161          0.253653          1.347514          0.392510          0.027862         -0.163264         38.644312         22.802000
    t0968s2ts351_1         16.742393          0.299009          1.400965          0.276970          0.233634          0.284394         12.849139         59.565000
      t1005ts324_4         71.980858          0.330387          1.571974          0.458290          0.232468          0.289921         75.715202         54.755000
    t0953s2ts402_1         21.359364          0.098157          1.143690          0.046660         -0.100028         -0.224453         58.472909          6.855000
      t1011ts377_1         60.097736          0.418904          1.493485          0.588960          0.441341          0.432229         13.785342         41.498000
      t0963ts117_1         20.419531          0.165108          1.336855          0.059400          0.062495         -0.107830         31.629148          9.684000
      t1011ts043_3         31.311480          0.410549          1.533360          0.604980          0.379987          0.383172         46.718041         49.437000
    t0957s2ts282_2         22.513945          0.241206          1.315305          0.121030          0.256650          0.193006         29.596111         24.525000
    t0968s2ts381_3         11.133203          0.197433          1.276050          0.060290          0.176876          0.066266         36.865466         36.087000
    t0953s2ts281_3         18.644588          0.143505          1.242415          0.121460          0.181349         -0.016539         24.686281          7.056000
      t1011ts337_4         25.585245          0.330901          1.517761          0.454610          0.347715          0.338866         59.075737         37.894000
    t0957s2ts441_5         56.475842          0.237221          1.336868          0.198210          0.197071          0.010653          9.575959         22.785000
      t0954ts196_3         83.340073          0.521358          1.785947          0.765500          0.621997          0.623906         30.095785         68.860000
      t1005ts197_5         75.210510          0.404611          1.565236          0.546890          0.325322          0.323282          4.096866         52.301000
      t1003ts281_1         89.318443          0.490883          1.811194          0.948670          0.644824          0.655218         62.623731         81.682000
      t1003ts492_4         98.290428          0.397241          1.637954          0.658790          0.531514          0.469300         88.810925         42.800000
    t0968s2ts246_5         20.787371          0.332883          1.451500          0.241680          0.065525          0.153120         23.515673         23.261000
      t1003ts402_3         85.151329          0.376554          1.769685          0.729540          0.508314          0.512688         69.386054         86.118000
    t0968s1ts344_3         25.319946          0.349414          1.357637          0.626510          0.309631          0.333410         37.496814         58.686000
      t1003ts368_2         81.708321          0.433067          1.765545          0.791510          0.545990          0.541240         64.708878         88.882000
      t0963ts261_3         67.025917          0.250322          1.371248          0.273710          0.166272          0.000848         27.363886         15.728000
      t1011ts335_1         77.698166          0.405532          1.528754          0.522210          0.424245          0.415937          5.084758         40.541000
      t0963ts358_2         38.214710          0.245858          1.283601          0.145780          0.091257          0.015522         11.109186          5.288000
    t0957s2ts329_1         28.209513          0.245144          1.396032          0.324980          0.342601          0.188547         16.900671         41.297000
      t1003ts149_1         75.995125          0.362137          1.753240          0.739890          0.518125          0.519519          0.848261         85.829000
      t0963ts432_3         10.018599          0.114907          1.232843          0.056280         -0.208050         -0.290168         32.892640          5.014000
    t0968s1ts368_3         16.949894          0.323872          1.398380          0.711310          0.226883          0.240778         42.566625         63.559000
      t1003ts344_2         85.690826          0.447026          1.673026          0.801550          0.567727          0.539097         60.641486         79.320000
    t0957s2ts124_2         20.205978          0.368515          1.472957          0.535440          0.331292          0.214879         29.060872         42.722000
      t0954ts309_2         80.581047          0.517585          1.815226          0.804300          0.621779          0.597846         65.255400         66.374000
    t0968s1ts402_2         63.642441          0.140235          1.260111          0.080590          0.066800         -0.024776         31.217257         18.220000
    t0968s1ts492_5          8.373064          0.247027          1.339673          0.259650          0.212076          0.168409         70.164591         27.754000
      t1005ts145_2         66.614998          0.329840          1.530784          0.395670          0.301976          0.200865         46.681657         44.939000
      t1005ts348_1         18.478127          0.077532          1.057118          0.016290          0.028484          0.018820         20.735747         28.911000
      t1011ts222_5         39.317459          0.437116          1.547230          0.685910          0.448423          0.433203         13.426247         44.257000
    t0953s2ts149_3         11.267108          0.166067          1.296737          0.091570          0.097390          0.135108         39.770759         14.214000
    t0968s2ts457_5         42.171131          0.450956          1.503116          0.662360          0.333404          0.339140          3.017604         60.652000
      t1011ts156_2         20.029806          0.401337          1.522872          0.584590          0.415862          0.374416         39.923252         45.495000
      t1011ts471_5         27.800549          0.351703          1.415554          0.361820          0.328056          0.338940          6.673968         37.275000
    t0957s2ts192_2         23.799557          0.193659          1.345635          0.223730          0.084134         -0.065138         65.329766         33.386000
      t1005ts390_1         78.335075          0.418820          1.561634          0.582520          0.380836          0.353630         39.349071         53.988000
    t0953s2ts426_3          9.926640          0.353534          1.459274          0.474730          0.263344          0.163740         30.032434         20.565000
      t1003ts498_3         37.663452          0.326502          1.667984          0.545520          0.475299          0.512712         43.727991         53.514000
      t1003ts086_5         86.205009          0.434623          1.758857          0.794940          0.533180          0.522342         46.050189         89.055000
      t1005ts279_2         61.180836          0.256435          1.480270          0.360590          0.253876          0.214336         18.701821         48.313000
    t0968s2ts041_1         13.087579          0.108310          1.241172          0.085530         -0.090371         -0.152207         36.814798         17.174000
    t0957s2ts055_4         25.318718          0.439308          1.513351          0.693190          0.402289          0.265366         49.159976         42.247000
    t0968s2ts471_2         13.087579          0.325116          1.397085          0.324410          0.094816          0.096705         23.327539         17.174000
    t0968s2ts156_5         14.173800          0.306494          1.337879          0.330620          0.120384          0.110162         -2.332963         17.391000
    t0957s2ts288_5         16.445274          0.332613          1.410164          0.305970          0.303334          0.192224         60.286999         18.829000
      t1011ts457_2         49.039074          0.424605          1.525268          0.609870          0.449705          0.430401        -15.216043         42.173000
    t0953s2ts322_2         64.953499          0.371011          1.471956          0.578710          0.454348          0.467622         74.332514         36.089000
    t0968s2ts222_2         19.459509          0.554556          1.468839          0.619450          0.347765          0.560920         99.699308         30.652000
      t0951ts261_5         78.913208          0.549124          1.685109          0.892280          0.687149          0.724885         33.524884         92.857000
    t0953s2ts498_1         17.849930          0.248873          1.400917          0.264750          0.195335          0.232905         53.218094         40.121000
      t1003ts426_1         91.333344          0.470637          1.765559          0.811970          0.583260          0.597623         32.764839         84.850000
      t1003ts261_5         86.205009          0.405800          1.706063          0.800600          0.560169          0.546762         53.984919         89.055000
    t0968s2ts192_3         17.866201          0.389465          1.394801          0.359450          0.246902          0.200641         46.282845         62.826000
      t1003ts358_4         76.935486          0.395539          1.623260          0.711590          0.566289          0.584227         43.985957         80.069000
      t1003ts432_5         54.578880          0.336584          1.737023          0.669110          0.485878          0.532269         32.502181         69.816000
      t1011ts124_4         21.904602          0.347888          1.408096          0.354700          0.337466          0.401507         58.339870         34.065000
      t0963ts344_4         18.623281          0.359813          1.485549          0.506020          0.233217          0.138325         -6.418164         20.536000
      t1005ts243_3         75.388725          0.317716          1.509567          0.467670          0.363373          0.293568         41.188826         50.844000
      t1011ts164_1         11.351707          0.354462          1.459242          0.464130          0.344013          0.357716         26.003603         40.203000
    t0968s2ts055_5         24.537746          0.505151          1.498247          0.630410          0.382728          0.574523         44.022415         58.261000
    t0957s2ts471_3         39.228321          0.381286          1.371257          0.328630          0.281058          0.043336         63.905058         37.658000
    t0953s2ts472_2         27.562332          0.266553          1.321663          0.460560          0.119002          0.089909         42.007465          8.065000
    t0957s2ts156_4         16.930841          0.267418          1.374331          0.309220          0.180734          0.157042         70.460576         26.899000
      t1011ts397_5         11.586766          0.210680          1.342779          0.309780          0.108360          0.088621         44.936027         30.293000
    t0968s1ts157_3         29.597208          0.133940          1.275069          0.165750          0.017666         -0.008507        -25.780120         29.449000
    t0968s2ts288_4         39.552830          0.433398          1.427962          0.401090          0.317063          0.313796         33.863149         38.478000
    t0957s2ts222_3         84.201508          0.472780          1.516224          0.740650          0.487456          0.321475         32.482486         47.943000
    t0968s1ts470_4         27.932734          0.275989          1.273300          0.341660          0.254708          0.123644         39.708998         24.364000
    t0957s2ts116_1         26.679163          0.264943          1.415225          0.371890          0.203470          0.176121         48.222300         40.981000
      t0951ts498_3         42.276878          0.430100          1.627186          0.625140          0.609565          0.667847         39.396612         69.173000
      t1003ts092_1         66.887245          0.423873          1.751291          0.824300          0.553147          0.563223         59.933359         86.694000
      t0954ts007_1         67.086426          0.307802          1.572101          0.258500          0.406079          0.333809         26.216458         39.108000
      t0963ts086_3         23.182911          0.340074          1.483630          0.372890          0.166497          0.012755         64.435662         18.201000
      t0963ts498_5         13.713141          0.276203          1.443263          0.196720          0.068076         -0.102880         37.276693         16.690000
    t0968s2ts124_3         26.860176          0.402450          1.333627          0.379450          0.370317          0.512248         46.659457         41.739000
      t0954ts047_4         76.961662          0.346810          1.664324          0.433150          0.482482          0.420498         57.849804         53.216000
      t1011ts192_4         36.469898          0.369701          1.539941          0.541450          0.363697          0.347153         67.983894         42.342000
    t0957s2ts244_1         14.930720          0.165407          1.311322          0.127420          0.155324          0.089886         68.249496         21.994000
      t1011ts288_3         73.312195          0.429216          1.528836          0.521560          0.380199          0.308632         24.544389         17.849000
      t0954ts110_5         50.334396          0.297021          1.507367          0.327750          0.371080          0.230932         25.432570         48.611000
    t0957s2ts457_4         54.713730          0.451299          1.536004          0.799240          0.499651          0.291248         27.902560         54.747000
      t1005ts418_1         62.291073          0.382604          1.529117          0.626970          0.360617          0.324622         38.763627         50.690000
      t0951ts149_1         96.717987          0.512812          1.669319          0.892010          0.705322          0.750267         31.974389         91.353000
      t1011ts055_2         43.878315          0.415679          1.495336          0.603340          0.439684          0.414143          6.067416         43.131000
    t0957s2ts441_4         18.627277          0.306719          1.437127          0.404870          0.225237          0.115465         49.340573         24.842000
      t1011ts337_5         17.702366          0.303890          1.438749          0.426470          0.340045          0.357558         33.829100         38.007000
      t0954ts196_2         66.722336          0.512992          1.801588          0.743190          0.603024          0.568869         72.782044         66.447000
      t1011ts043_2         19.802658          0.361481          1.555055          0.539650          0.384461          0.396341        -10.864815         45.721000
    t0957s2ts282_3         19.816355          0.257030          1.379666          0.268720          0.235372          0.151973         27.181725         18.513000
    t0953s2ts281_2         23.578800          0.141497          1.247029          0.094220          0.120353         -0.066655         70.906758          7.964000
    t0968s2ts381_2         25.878523          0.269985          1.330967          0.234450          0.170510          0.147382         57.123824         25.217000
      t1005ts324_5         55.978130          0.343479          1.601575          0.450040          0.337333          0.286132         68.065195         53.067000
    t0957s2ts401_1         17.644749          0.364412          1.384270          0.415930          0.300236          0.232294         22.352458         21.203000
    t0953s2ts368_1          9.926640          0.353534          1.459274          0.474730          0.263344          0.163740         48.062644         20.565000
      t0963ts470_2         20.225771          0.253261          1.353599          0.401130          0.021623         -0.152265         51.636908         22.871000
      t1003ts368_3         81.216858          0.428813          1.747966          0.781560          0.549949          0.541531         -3.445380         89.171000
    t0968s1ts344_2         24.306412          0.266011          1.301436          0.224810          0.088590          0.002150         38.552489         22.458000
      t1003ts492_5         95.198898          0.397861          1.657991          0.694080          0.538415          0.476318         38.585285         41.187000
    t0968s2ts246_4         20.787371          0.332883          1.451500          0.241680          0.065525          0.153120         12.326909         23.261000
      t1005ts460_1         29.287693          0.444145          1.586193          0.567250          0.406209          0.360655         39.377950         50.383000
      t1003ts402_2         85.151329          0.365887          1.753113          0.744190          0.485951          0.494909         30.811906         86.118000
      t1005ts197_4         77.074913          0.401759          1.593357          0.482760          0.404037          0.325095         31.421325         40.261000
    t0968s1ts149_1         55.752716          0.174186          1.363426          0.283990          0.100800          0.072443         39.322041         27.966000
    t0968s1ts426_1         28.589569          0.344044          1.427761          0.696100          0.361736          0.315884         17.937081         66.949000
      t1011ts381_5         21.238390          0.221062          1.321931          0.099250          0.220764          0.157197         52.545085         16.273000
      t0954ts407_5         80.182449          0.343241          1.492724          0.257160          0.423011          0.393991         33.888145         20.175000
      t0954ts089_4         79.292572          0.428606          1.718540          0.538540          0.531992          0.497252         53.264421         57.164000
    t0968s2ts043_5         28.110853          0.450649          1.509619          0.634080          0.294463          0.287191         33.041421         77.826000
      t0954ts497_2         20.226917          0.186273          1.307132          0.074820          0.176581          0.094283         79.565938         14.474000
    t0968s2ts337_2         46.986729          0.335445          1.422873          0.425580          0.419158          0.381811         39.514145         18.261000
      t1005ts406_3         42.276508          0.338220          1.578793          0.375470          0.252036          0.199764         61.357529         45.245000
      t0963ts312_1         18.871967          0.142506          1.303953          0.122860         -0.037654         -0.060731         34.797853          5.357000
      t1011ts246_3         60.460766          0.359583          1.573215          0.557410          0.373034          0.399966         55.759128         42.905000
    t0968s1ts086_5         17.793465          0.318065          1.343452          0.556980          0.358939          0.342777         33.554854         54.025000
    t0968s1ts498_3         18.231930          0.232616          1.342843          0.390000          0.148939          0.124614         60.686777         61.229000
      t0954ts023_2         32.155685          0.418908          1.680291          0.454420          0.494742          0.465535         64.418647         52.632000
    t0957s2ts043_4         58.593304          0.418825          1.464334          0.631780          0.379369          0.185547         60.406348         61.551000
      t1011ts282_5         12.208747          0.168643          1.325090          0.151920          0.135497          0.084614         69.323346          9.685000
      t1003ts470_4         92.856873          0.376166          1.711748          0.753570          0.536404          0.542303          3.587005         84.332000
      t1011ts441_2         35.971600          0.340404          1.520692          0.472590          0.344920          0.312091         44.111226         33.559000
      t1003ts157_3         10.976956          0.190740          1.483822          0.184210          0.191973          0.108450         64.463577         14.689000
    t0957s2ts337_3         25.318718          0.284655          1.431729          0.331750          0.135865          0.046011         74.713176         42.247000
      t0963ts368_5         34.479000          0.349392          1.462464          0.520520          0.224750          0.018780         24.688999         18.819000
      t1011ts071_1         67.180519          0.359990          1.537081          0.522870          0.371102          0.353838         58.809939         42.680000
      t0963ts492_3         12.779482          0.292570          1.451412          0.414840          0.081373         -0.176283         16.807269         14.286000
      t0963ts402_4         12.292423          0.332636          1.479161          0.360960          0.209697          0.136941         15.275575         19.574000
    t0968s1ts358_4         26.393023          0.108485          1.225077          0.045720         -0.020341         -0.086267         70.640261         25.424000
    t0968s1ts261_5         12.351047          0.286170          1.358413          0.447030          0.318826          0.329227         69.075863         41.737000
    t0953s2ts117_4         12.200311          0.205215          1.350924          0.214270          0.236000          0.207060         58.775606         38.911000
    t0968s1ts380_4         76.165535          0.434317          1.435684          0.798800          0.327306          0.306332         23.464171         25.847000
    t0968s2ts441_5         17.012743          0.382266          1.371617          0.287970          0.255234          0.272293         22.399128         27.174000
    t0968s2ts282_2         23.455946          0.180154          1.261629          0.034090          0.113316         -0.143810         66.894317         24.783000
    t0957s2ts381_3         61.892033          0.281469          1.375594          0.367760          0.277729          0.232435         48.670149         23.101000
    t0953s2ts312_5         15.198449          0.081732          1.306413          0.031850          0.012810         -0.105152         34.373178          8.468000
      t0951ts368_3         80.852196          0.555413          1.661689          0.927070          0.721038          0.751413         40.964821         93.797000
    t0957s2ts351_1         12.625837          0.245347          1.309047          0.192870          0.243297          0.083933         26.947369         28.797000
      t0951ts402_2         99.014763          0.529547          1.671794          0.840310          0.689957          0.745349         70.221907         92.387000
      t0954ts152_4         34.838406          0.184682          1.345802          0.066010          0.230366          0.055455         45.041136         13.523000
    t0968s1ts414_2         11.818526          0.178631          1.259411          0.173670          0.196852          0.143412         74.555030         18.432000
    t0957s2ts246_5         25.318718          0.300980          1.408825          0.371360          0.157858          0.025275         13.710095         42.247000
      t0954ts112_1         84.399857          0.426949          1.611262          0.427630          0.566572          0.493969         61.651056         37.792000
      t1005ts004_3         16.597895          0.314425          1.377068          0.387440          0.216221          0.143444         -3.190773         25.153000
      t1011ts192_2         69.744759          0.406459          1.603186          0.571560          0.419511          0.381121         48.211505         43.300000
      t1005ts068_1         43.598083          0.406163          1.581000          0.672260          0.302131          0.254093        124.628068         46.472000
    t0968s2ts124_5         22.093035          0.448988          1.400754          0.330620          0.386354          0.555161         45.494640         32.174000
      t0954ts047_2         80.301384          0.363108          1.668878          0.469380          0.489268          0.447480         29.847559         53.728000
      t0963ts086_5         34.479000          0.349392          1.462464          0.520520          0.224750          0.018780         15.586692         18.819000
      t0963ts498_3         25.879549          0.261472          1.460242          0.159850          0.123491         -0.025964         29.409452         16.140000
    t0968s1ts312_1         16.140413          0.117333          1.277656          0.094810          0.001594         -0.023282         75.641683         20.975000
      t1011ts055_4         43.461056          0.412332          1.503186          0.631320          0.440865          0.380873         21.619548         40.484000
      t0963ts426_1         22.155897          0.360803          1.398124          0.255220          0.318696          0.132479         -6.662889          8.654000
      t0954ts110_3         50.334396          0.275094          1.535681          0.296560          0.402517          0.288795         16.114664         48.611000
      t1011ts288_5         99.276932          0.453320          1.501997          0.566230          0.353127          0.223558         61.301845         18.581000
    t0957s2ts457_2         30.361250          0.476741          1.518310          0.731660          0.458781          0.273977         12.880129         48.101000
      t0954ts224_1         12.385060          0.392452          1.660268          0.466670          0.445943          0.445376         16.152391         55.629000
    t0957s2ts335_1         57.497204          0.412566          1.388284          0.606550          0.272028          0.223642         46.946182         41.772000
      t1011ts329_1         60.817375          0.376209          1.469514          0.576460          0.343096          0.360749         57.658496         41.892000
      t1005ts243_5         49.602539          0.335210          1.540750          0.428950          0.250927          0.226468         23.262103         42.715000
      t0963ts344_2         25.681299          0.359125          1.509709          0.377150          0.157090          0.006359         25.667277         18.269000
      t1003ts432_3         80.800323          0.375999          1.746680          0.728420          0.492064          0.504148         15.225204         87.097000
      t1011ts124_2         23.017597          0.350402          1.416003          0.338460          0.356765          0.427193         50.482811         33.390000
      t0963ts149_1         17.061922          0.153902          1.290870          0.176940         -0.196692         -0.274402        -18.815212         19.918000
      t1003ts358_2         84.006691          0.404928          1.712026          0.696890          0.572741          0.590392         51.431008         84.101000
      t1003ts261_3         73.079018          0.383495          1.701969          0.723450          0.502092          0.481790         54.655863         80.991000
    t0968s2ts192_5         16.742393          0.480501          1.497547          0.735270          0.340048          0.367448          5.216043         59.565000
    t0953s2ts261_1         78.559608          0.339989          1.356708          0.460030          0.410169          0.399878         85.920717         32.056000
      t0951ts498_5         36.087990          0.442830          1.636782          0.632760          0.609227          0.657563          7.040249         68.421000
    t0968s2ts085_1         10.406235          0.335840          1.350655          0.372450          0.242415          0.176336         -3.322534         18.478000
    t0957s2ts222_5         73.193756          0.497495          1.498662          0.730390          0.441720          0.284062         37.802126         47.468000
    t0968s1ts470_2         12.696962          0.294524          1.330918          0.397590          0.214307          0.090909         42.766259         24.788000
    t0968s1ts157_5         12.605682          0.142381          1.264564          0.063700          0.032664         -0.076122         18.510613         23.517000
    t0968s2ts288_2         10.728321          0.415137          1.451806          0.357380          0.318505          0.303070         19.308872         36.522000
    t0953s2ts472_4         25.917749          0.254023          1.295228          0.333520          0.069367         -0.027756         47.383351          7.762000
      t1011ts397_3         10.971210          0.240431          1.335986          0.386190          0.161969          0.067598         34.833313         31.419000
    t0957s2ts156_2         21.484840          0.301388          1.366028          0.310420          0.243253          0.145395         55.000005         26.741000
      t1005ts354_1         38.526569          0.344192          1.623833          0.442980          0.279347          0.252088         49.580112         53.298000
    t0957s2ts471_5         38.371666          0.199170          1.312241          0.208040          0.107319          0.029957         46.656167         37.184000
    t0968s2ts055_3         39.552830          0.482455          1.501868          0.517030          0.388849          0.415866         39.819703         38.478000
      t1005ts279_4         43.598083          0.276758          1.480244          0.381330          0.229919          0.254936         42.044241         46.472000
      t1003ts498_5         64.125069          0.335840          1.661473          0.523900          0.449026          0.464150         32.389616         51.671000
      t1003ts086_3         81.216858          0.428813          1.747966          0.781560          0.549949          0.541531         32.059754         89.171000
    t0953s2ts426_5         43.665554          0.365424          1.455011          0.463740          0.297105          0.294553         19.727277         23.185000
    t0957s2ts192_4         20.205978          0.359221          1.409216          0.413830          0.306864          0.266516         46.591089         42.722000
    t0968s2ts431_1         29.447069          0.504016          1.544212          0.797940          0.421547          0.481367          2.021604         47.174000
    t0953s2ts086_1         73.994217          0.407190          1.486939          0.677500          0.420297          0.412881         56.712138         34.375000
      t0951ts261_3         94.875374          0.561103          1.680667          0.892510          0.678073          0.712824         23.145143         93.233000
      t1011ts244_1         54.468548          0.282370          1.350780          0.143560          0.295146          0.320230         32.287142         14.977000
    t0953s2ts322_4         65.381760          0.357885          1.427073          0.466720          0.419666          0.450085         28.594651         33.468000
    t0968s2ts222_4         71.597183          0.534807          1.503451          0.582760          0.299929          0.543611         27.065993         30.435000
    t0957s2ts288_3         11.433640          0.352027          1.421872          0.482350          0.262611          0.178522         41.876617         19.462000
      t1011ts457_4         65.452896          0.446432          1.519518          0.731420          0.435394          0.418685         85.508287         41.385000
    t0968s2ts156_3         12.936773          0.296186          1.347041          0.280730          0.210453          0.137979         33.327112         16.957000
    t0968s2ts471_4         15.477610          0.188640          1.276469          0.097600         -0.049111         -0.008943         59.567412         19.130000
      t1005ts257_1          9.615611          0.065506          1.275292          0.069230         -0.088363         -0.162364         70.658275          6.518000
    t0957s2ts055_2         24.717943          0.434217          1.494424          0.648290          0.344859          0.158275         38.105961         40.032000
    t0968s1ts492_3         55.752716          0.222471          1.402122          0.420710          0.303150          0.236337         76.204257         27.966000
      t0954ts309_4         57.257393          0.393951          1.616740          0.457980          0.516096          0.500846         41.979748         55.117000
    t0968s1ts402_4         10.417236          0.139736          1.236191          0.071980          0.040572         -0.068438         30.080601         17.373000
    t0957s2ts124_4         17.892521          0.399511          1.436483          0.458000          0.349417          0.275967         75.475029         39.557000
    t0968s1ts368_5         45.306351          0.357269          1.446572          0.661180          0.358473          0.353438         39.330277         61.017000
      t1003ts344_4         74.770622          0.437788          1.783150          0.801010          0.545608          0.540983         34.591223         85.945000
      t0963ts432_5         13.654426          0.176451          1.300345          0.151630         -0.028837         -0.171846         40.647947         20.261000
      t0963ts358_4         29.703329          0.221797          1.310925          0.093160          0.082361          0.013977         42.458670          5.220000
    t0957s2ts164_1         78.021561          0.334263          1.401202          0.345840          0.312278          0.118761         53.033192         46.361000
      t0963ts261_5         17.466719          0.258884          1.406128          0.283900          0.125024         -0.084414         16.660657         21.497000
      t1011ts471_3         42.991257          0.365053          1.415380          0.389310          0.337212          0.332370         99.601552         38.119000
      t1011ts156_4         26.798100          0.408012          1.527206          0.600710          0.426222          0.361914         35.739854         45.608000
    t0968s2ts457_3         55.153927          0.471100          1.497269          0.716490          0.410560          0.411746         58.846837         71.304000
    t0953s2ts149_5         15.379289          0.145440          1.259530          0.065540          0.153211          0.129884         51.529039         12.903000
      t1011ts222_3         81.412888          0.425960          1.551721          0.664240          0.436909          0.429515         11.979136         44.482000
      t1011ts116_1         43.790905          0.292661          1.489596          0.454640          0.359782          0.362333         48.227528         40.259000
      t1005ts145_4         60.066242          0.331388          1.478657          0.435890          0.272803          0.200346         34.690524         45.015000
      t0951ts402_4         99.014763          0.535154          1.657149          0.863330          0.694515          0.727547         54.506634         92.387000
      t0951ts368_5         87.113846          0.569339          1.664365          0.912510          0.720554          0.766036         63.611504         93.609000
    t0953s2ts312_3         41.117096          0.073187          1.282271          0.030670         -0.017886         -0.073355         63.300546          8.367000
    t0957s2ts381_5         30.634033          0.217437          1.345196          0.149260          0.219216          0.119937         61.269622         24.684000
    t0968s2ts282_4         25.878523          0.176200          1.260032          0.062080          0.125668         -0.042261         32.741009         25.217000
    t0968s2ts441_3         10.406235          0.370565          1.408750          0.504070          0.371936          0.381312         49.587640         18.478000
    t0968s1ts380_2         17.549236          0.381405          1.447278          0.747950          0.263077          0.247645         43.220711         26.059000
      t1005ts004_5         18.540939          0.266773          1.438638          0.362440          0.212066          0.080660         35.462442         24.003000
      t1003ts312_1         72.804680          0.281572          1.661766          0.571520          0.473122          0.478043         43.384148         67.972000
    t0957s2ts246_3         26.406118          0.348249          1.393753          0.341790          0.300985          0.132128         42.234102         25.475000
      t0954ts152_2         24.487730          0.188213          1.354010          0.093480          0.265485          0.150512         86.766628         11.477000
      t1011ts441_4         48.416679          0.333391          1.535643          0.477710          0.353001          0.300750         54.810130         35.698000
    t0957s2ts337_5         66.642372          0.321869          1.379148          0.368170          0.290785          0.153416         55.106722         25.158000
      t1003ts157_5         10.976956          0.192366          1.486622          0.175740          0.192371          0.109161          6.473008         14.689000
      t1003ts470_2         87.931534          0.392282          1.707443          0.751490          0.535887          0.520297         78.372863         86.924000
      t1005ts241_1         79.887321          0.429253          1.582371          0.596410          0.362436          0.337185         42.351690         52.454000
      t1011ts282_3         29.194153          0.190548          1.240499          0.115140          0.136852          0.061747         40.297731          9.009000
    t0957s2ts043_2         25.673717          0.443684          1.477860          0.633950          0.471232          0.253597         51.019008         60.127000
      t0954ts023_4         22.166098          0.307174          1.603031          0.312220          0.402532          0.288382         15.044654         44.006000
    t0968s2ts274_1         28.157036          0.456912          1.554615          0.650410          0.356677          0.429925         38.056057         66.304000
    t0953s2ts117_2         41.492088          0.230166          1.400947          0.232050          0.316210          0.327435         55.643993         36.895000
