           time                 xpos                 ypos
      72.937500           -11.631451           -37.798813
      73.000000           -12.067945           -38.698521
      73.062500           -11.504202           -39.524471
      73.125000           -11.082734           -40.431314
      73.187500           -11.933427           -40.956977
      73.250000           -12.814731           -40.484427
      73.312500           -13.736585           -40.871963
      73.375000           -14.703463           -41.127203
      73.437500           -15.563288           -41.637791
      73.500000           -14.610377           -41.941040
      73.562500           -14.141645           -42.824381
      73.625000           -13.326299           -42.245408
      73.687500           -12.332947           -42.130292
      73.750000           -12.949376           -42.917702
      73.812500           -13.885272           -42.565426
      73.875000           -13.737521           -43.554450
      73.937500           -14.183958           -44.449266
      74.000000           -13.185552           -44.392829
      74.062500           -13.498865           -43.443179
      74.125000           -12.728495           -42.805581
      74.187500           -12.681195           -41.806700
      74.250000           -12.980449           -40.852527
      74.312500           -12.021356           -40.569438
      74.375000           -11.162823           -40.056678
      74.437500           -10.460224           -40.768263
      74.500000           -11.136161           -40.031304
      74.562500           -10.162177           -39.804690
      74.625000           -10.052766           -40.798687
      74.687500            -9.164900           -41.258790
      74.750000            -9.630392           -40.373738
      74.812500            -9.650504           -41.373535
      74.875000            -8.683354           -41.627741
      74.937500            -7.990286           -40.906869
      75.000000            -6.991176           -40.864680
      75.062500            -7.967440           -40.648096
      75.125000            -7.205616           -41.295880
      75.187500            -7.311595           -40.301511
      75.250000            -8.037861           -40.988925
      75.312500            -7.411425           -40.209452
      75.375000            -7.662672           -41.177375
      75.437500            -6.778857           -41.645210
      75.500000            -6.037123           -40.974516
      75.562500            -6.635523           -40.173319
      75.625000            -5.858263           -40.802499
      75.687500            -5.138577           -40.108200
      75.750000            -4.345836           -39.498641
      75.812500            -3.936588           -40.411064
      75.875000            -2.980134           -40.119182
      75.937500            -3.341324           -39.186690
      76.000000            -4.267579           -39.563585
      76.062500            -3.470944           -38.959125
      76.125000            -4.401505           -38.592988
      76.187500            -4.361455           -39.592185
      76.250000            -3.746059           -40.380403
      76.312500            -2.993776           -39.721563
      76.375000            -2.323695           -40.463851
      76.437500            -2.046997           -41.424807
      76.500000            -1.348091           -40.709594
      76.562500            -1.434529           -41.705851
      76.625000            -1.333522           -42.700737
      76.687500            -1.872169           -41.858206
      76.750000            -0.968934           -41.429060
      76.812500            -1.474498           -42.291849
      76.875000            -2.309604           -41.741761
      76.937500            -1.691437           -42.527808
      77.000000            -2.081001           -41.606808
      77.062500            -1.198344           -42.076826
      77.125000            -0.450913           -42.741165
      77.187500            -1.318367           -43.238682
      77.250000            -1.250357           -44.236366
      77.312500            -0.917497           -45.179342
      77.375000            -1.556834           -44.410416
      77.437500            -0.797290           -43.759960
      77.500000             0.100467           -44.200450
      77.562500             1.044608           -44.529993
      77.625000             2.007577           -44.260380
      77.687500             2.316342           -43.309242
      77.750000             2.659297           -42.369890
      77.812500             3.652328           -42.487748
      77.875000             3.391276           -41.522424
      77.937500             4.174445           -40.900615
      78.000000             3.484051           -40.177182
      78.062500             2.876365           -40.971360
      78.125000             3.599905           -40.281077
      78.187500             2.606588           -40.396490
      78.250000             1.608420           -40.335973
      78.312500             0.796001           -40.919046
      78.375000             1.702445           -40.496720
      78.437500             1.808159           -39.502323
      78.500000             2.257992           -38.609211
      78.562500             1.348189           -38.194171
      78.625000             2.296090           -37.875607
      78.687500             1.907730           -36.954099
      78.750000             2.761967           -37.473984
      78.812500             1.855831           -37.896972
      78.875000             1.102665           -37.239141
      78.937500             0.664231           -38.137904
      79.000000             1.470513           -37.546373
      79.062500             1.183614           -36.588412
      79.125000             0.787897           -35.670039
      79.187500             1.631152           -36.207553
      79.250000             0.892553           -36.881698
      79.312500             0.159612           -36.201407
      79.375000             0.797268           -35.431086
      79.437500             0.686730           -36.424958
      79.500000             0.574590           -37.418651
      79.562500             1.225753           -38.177589
      79.625000             1.800337           -37.359144
      79.687500             2.618843           -37.933642
      79.750000             1.863368           -37.278464
      79.812500             2.360217           -36.410628
      79.875000             2.821061           -35.523146
      79.937500             2.733745           -34.526965
      80.000000             1.905699           -35.087625
      80.062500             1.207822           -34.371407
      80.125000             0.953287           -33.404344
      80.187500             0.348565           -32.607907
      80.250000             1.302535           -32.308006
      80.312500             1.704871           -31.392513
      80.375000             2.432087           -30.706105
      80.437500             2.806558           -31.633344
      80.500000             3.570329           -32.278832
      80.562500             4.033454           -31.392539
      80.625000             4.845901           -30.809505
      80.687500             4.992467           -31.798706
      80.750000             4.152151           -31.256610
      80.812500             4.218424           -32.254411
      80.875000             3.335640           -31.784632
      80.937500             4.073798           -31.110004
      81.000000             3.351004           -30.418941
      81.062500             3.411013           -29.420743
      81.125000             2.411061           -29.430473
      81.187500             2.283938           -28.438586
      81.250000             2.259852           -27.438876
      81.312500             3.087128           -26.877080
      81.375000             3.549735           -25.990516
      81.437500             3.474445           -26.987678
      81.500000             2.474464           -26.981555
      81.562500             2.065403           -26.069048
      81.625000             2.755308           -25.345148
      81.687500             2.051402           -26.055441
      81.750000             3.016934           -25.795157
      81.812500             2.773266           -24.825298
      81.875000             1.851443           -25.212907
      81.937500             1.354505           -26.080694
      82.000000             0.362607           -26.207728
      82.062500            -0.613404           -25.990007
      82.125000            -0.954813           -26.929921
      82.187500            -1.595116           -26.161799
      82.250000            -2.222999           -25.383491
      82.312500            -1.373251           -25.910681
      82.375000            -0.374012           -25.871670
      82.437500            -1.341718           -25.619587
      82.500000            -0.346699           -25.519902
      82.562500            -1.051983           -26.228827
      82.625000            -1.609175           -25.398444
      82.687500            -1.186760           -26.304846
      82.750000            -0.187099           -26.278796
      82.812500            -0.796047           -25.485586
      82.875000            -1.793364           -25.412390
      82.937500            -1.165160           -26.190439
      83.000000            -0.248690           -26.590541
      83.062500            -1.216455           -26.842393
      83.125000            -1.536775           -25.895084
      83.187500            -0.625884           -26.307731
      83.250000            -0.088251           -27.150910
      83.312500            -0.838904           -26.490213
      83.375000            -1.799412           -26.211963
      83.437500            -2.766072           -26.468028
      83.500000            -3.764777           -26.518895
      83.562500            -3.942547           -25.534823
      83.625000            -2.988328           -25.235717
      83.687500            -2.467473           -24.382071
      83.750000            -1.891410           -23.564666
      83.812500            -2.559041           -22.820174
      83.875000            -1.718856           -23.362474
      83.937500            -2.579047           -22.852503
      84.000000            -1.858377           -23.545781
      84.062500            -2.551813           -22.825263
      84.125000            -2.283670           -23.788642
      84.187500            -1.964478           -24.736332
      84.250000            -2.410118           -25.631544
      84.312500            -2.087642           -26.578122
      84.375000            -1.942355           -27.567511
      84.437500            -2.549958           -28.361752
      84.500000            -1.656165           -27.913272
      84.562500            -2.480899           -28.478793
      84.625000            -3.157639           -29.215016
      84.687500            -2.394712           -28.568531
      84.750000            -3.052399           -29.321822
      84.812500            -3.316182           -30.286404
      84.875000            -2.476667           -29.743067
      84.937500            -2.447739           -28.743485
      85.000000            -2.689372           -29.713853
      85.062500            -1.690744           -29.661490
      85.125000            -2.632622           -29.325537
      85.187500            -1.806853           -29.889545
      85.250000            -1.814247           -28.889572
      85.312500            -2.785601           -28.651936
      85.375000            -3.760557           -28.429538
      85.437500            -2.903778           -27.913855
      85.500000            -2.391039           -28.772400
      85.562500            -1.414181           -28.558510
      85.625000            -2.410115           -28.648595
      85.687500            -1.769346           -27.880862
      85.750000            -2.164026           -28.799681
      85.812500            -2.896909           -29.480035
      85.875000            -3.407432           -30.339899
      85.937500            -2.517167           -29.884456
      86.000000            -2.987138           -30.767138
      86.062500            -3.461858           -29.887001
      86.125000            -4.196131           -30.565855
      86.187500            -3.393351           -29.969580
      86.250000            -2.707308           -30.697141
      86.312500            -3.684372           -30.910084
      86.375000            -2.722086           -30.638046
      86.437500            -2.066745           -31.393379
      86.500000            -3.066000           -31.431961
      86.562500            -2.951322           -30.438558
      86.625000            -2.520083           -29.536320
      86.687500            -3.507682           -29.693321
      86.750000            -2.804549           -28.982261
      86.812500            -2.022799           -28.358670
      86.875000            -1.537744           -27.484186
      86.937500            -1.898013           -26.551338
      87.000000            -1.324135           -27.370279
      87.062500            -2.149652           -27.934656
      87.125000            -1.453253           -27.217001
      87.187500            -0.824027           -27.994224
      87.250000            -0.111555           -28.695924
      87.312500             0.344015           -27.805723
      87.375000            -0.374150           -28.501597
      87.437500             0.547302           -28.113104
      87.500000            -0.252033           -27.512218
      87.562500             0.722760           -27.735332
      87.625000            -0.039284           -27.087806
      87.687500            -0.109827           -28.085315
      87.750000             0.447626           -27.255107
      87.812500            -0.192925           -26.487191
      87.875000             0.654924           -27.017430
      87.937500             1.055294           -26.101076
      88.000000             0.689886           -25.170229
      88.062500             1.284439           -25.974286
      88.125000             2.112035           -26.535610
      88.187500             1.375398           -27.211899
      88.250000             2.143533           -26.571611
      88.312500             2.888416           -27.238806
      88.375000             1.917502           -27.478239
      88.437500             2.684824           -26.836976
      88.500000             2.388817           -25.881791
      88.562500             2.907928           -25.027085
      88.625000             3.901057           -24.910053
      88.687500             3.252224           -25.670984
      88.750000             2.450331           -25.073516
      88.812500             1.793088           -25.827195
      88.875000             0.877429           -25.425238
      88.937500             0.109519           -26.065797
      89.000000             0.806268           -26.783112
      89.062500             1.795429           -26.929947
      89.125000             1.583726           -27.907281
      89.187500             1.855048           -26.944792
      89.250000             1.685616           -25.959250
      89.312500             1.959498           -26.921013
      89.375000             1.231710           -26.235212
      89.437500             0.538853           -26.956288
      89.500000            -0.302022           -26.415058
      89.562500            -0.298868           -27.415053
      89.625000            -1.170865           -27.904566
      89.687500            -1.673362           -27.039987
      89.750000            -0.778202           -27.485732
      89.812500             0.036591           -26.905980
      89.875000            -0.545863           -27.718844
      89.937500             0.127689           -28.457984
      90.000000             0.800441           -29.197852
      90.062500            -0.190049           -29.335434
      90.125000             0.574439           -29.980072
      90.187500             0.536814           -28.980780
      90.250000             0.056816           -29.858050
      90.312500             0.107092           -28.859315
      90.375000            -0.156359           -27.894642
      90.437500             0.691328           -28.425139
      90.500000             1.325464           -29.198360
      90.562500             1.390092           -28.200451
      90.625000             1.766334           -27.273929
      90.687500             1.660610           -28.268325
      90.750000             2.388973           -27.583133
      90.812500             2.209260           -28.566852
      90.875000             1.487543           -27.874664
      90.937500             2.470886           -27.692903
      91.000000             2.952223           -26.816367
      91.062500             2.572220           -27.741352
      91.125000             3.050802           -26.863309
      91.187500             2.899838           -27.851849
      91.250000             2.052359           -28.382678
      91.312500             2.388172           -29.324606
      91.375000             3.184016           -28.719104
      91.437500             2.641318           -29.559032
      91.500000             3.476708           -29.009375
      91.562500             4.467240           -28.872090
      91.625000             5.365879           -29.310777
      91.687500             4.884107           -28.434481
      91.750000             5.601028           -29.131635
      91.812500             6.558437           -29.420372
      91.875000             5.685641           -29.908457
      91.937500             6.073850           -28.986885
      92.000000             5.859150           -28.010205
      92.062500             6.729088           -28.503366
      92.125000             7.579107           -29.030118
      92.187500             7.077313           -29.895105
      92.250000             6.557519           -29.040814
      92.312500             7.232631           -28.303099
      92.375000             7.978880           -28.968766
      92.437500             7.423594           -28.137107
      92.500000             8.329948           -27.714588
      92.562500             8.146316           -28.697583
      92.625000             8.008421           -27.707137
      92.687500             7.541469           -26.822854
      92.750000             7.133684           -27.735932
      92.812500             6.229479           -28.163030
      92.875000             6.685120           -29.053194
      92.937500             5.815465           -29.546853
      93.000000             5.614363           -28.567283
      93.062500             6.426127           -27.983297
      93.125000             7.394017           -27.731925
      93.187500             7.034429           -26.798814
      93.250000             7.576579           -25.958532
      93.312500             8.576491           -25.945271
      93.375000             8.597053           -26.945060
      93.437500             7.605634           -26.814335
      93.500000             6.750058           -26.296658
      93.562500             6.088125           -25.547094
      93.625000             5.276178           -26.130825
      93.687500             6.254533           -25.923892
      93.750000             7.250706           -26.011295
      93.812500             6.716250           -25.166098
      93.875000             7.259129           -26.005910
      93.937500             6.266586           -26.127806
      94.000000             5.726929           -25.285921
      94.062500             4.790764           -25.637482
      94.125000             4.467849           -24.691054
      94.187500             3.682605           -25.310240
      94.250000             3.073500           -26.103330
      94.312500             3.916905           -26.640607
      94.375000             4.806553           -27.097255
      94.437500             5.680792           -27.582751
      94.500000             5.709341           -26.583158
      94.562500             4.930048           -25.956499
      94.625000             4.161746           -25.316411
      94.687500             3.480106           -26.048099
      94.750000             3.954826           -26.928235
      94.812500             2.978247           -26.713080
      94.875000             3.509195           -25.865676
      94.937500             2.613052           -25.421909
      95.000000             1.627255           -25.253972
      95.062500             0.838060           -25.868115
      95.125000             1.815558           -26.079060
      95.187500             0.936688           -25.601998
      95.250000             1.879727           -25.269315
      95.312500             1.267004           -24.479016
      95.375000             2.157335           -24.934330
      95.437500             1.165614           -24.805924
      95.500000             1.939261           -25.439541
      95.562500             1.094963           -24.903666
      95.625000             0.122986           -24.668592
      95.687500             0.118700           -25.668583
      95.750000             0.615371           -26.536522
      95.812500            -0.246440           -27.043751
      95.875000             0.510696           -27.697009
      95.937500             1.119398           -28.490408
      96.000000             1.945330           -27.926638
      96.062500             1.682491           -28.891478
      96.125000             1.702390           -29.891280
      96.187500             0.705195           -29.816422
      96.250000            -0.294614           -29.796918
      96.312500            -0.809165           -28.939457
      96.375000            -0.177341           -29.714570
      96.437500            -1.003755           -29.151506
      96.500000            -1.585734           -28.338302
      96.562500            -0.615767           -28.095063
      96.625000            -0.228868           -27.172941
      96.687500             0.029626           -28.138954
      96.750000            -0.945837           -28.359116
      96.812500            -0.386456           -27.530205
      96.875000            -1.376568           -27.670487
      96.937500            -0.628502           -27.006862
      97.000000            -1.497917           -26.512779
      97.062500            -0.718412           -25.886382
      97.125000            -1.505322           -26.503450
      97.187500            -1.298660           -27.481862
      97.250000            -1.497309           -26.501792
      97.312500            -0.791452           -27.210146
      97.375000             0.096462           -27.670156
      97.437500            -0.745454           -27.130547
      97.500000            -1.695565           -27.442456
      97.562500            -0.888812           -28.033345
      97.625000            -1.879294           -28.170986
      97.687500            -2.249153           -27.241898
      97.750000            -3.186649           -26.893903
      97.812500            -2.347483           -27.437778
      97.875000            -3.241182           -27.886445
      97.937500            -2.489755           -27.226629
      98.000000            -2.946160           -26.336857
      98.062500            -3.660867           -27.036282
      98.125000            -4.575264           -27.441099
      98.187500            -5.477304           -27.009447
      98.250000            -4.748555           -27.694228
      98.312500            -3.823455           -27.314506
      98.375000            -4.635101           -27.898654
      98.437500            -4.064634           -27.077334
      98.500000            -3.068636           -27.166719
      98.562500            -2.345017           -27.856918
      98.625000            -2.723186           -26.931181
      98.687500            -3.590759           -27.428492
      98.750000            -3.089034           -26.563465
      98.812500            -2.943720           -25.574080
      98.875000            -3.223403           -26.534172
      98.937500            -3.744778           -25.680844
      99.000000            -4.467912           -24.990137
      99.062500            -5.282586           -25.570056
      99.125000            -5.808183           -26.420790
      99.187500            -5.060819           -25.756375
      99.250000            -4.117892           -25.423376
      99.312500            -3.118314           -25.452415
      99.375000            -3.462472           -24.513503
      99.437500            -3.121566           -23.573405
      99.500000            -3.290513           -24.559030
      99.562500            -3.635786           -25.497533
      99.625000            -2.722817           -25.905561
      99.687500            -2.290478           -25.003849
      99.750000            -1.876850           -24.093403
      99.812500            -2.772929           -24.537297
      99.875000            -1.960739           -25.120691
      99.937500            -1.622571           -26.061776
     100.000000            -1.610490           -27.061703
     100.062500            -0.707287           -26.632490
     100.125000            -0.393449           -25.683013
     100.187500             0.333323           -26.369892
     100.250000             0.421203           -27.366023
     100.312500             1.267174           -26.832794
     100.375000             2.228116           -27.109545
     100.437500             2.918449           -26.386054
     100.500000             1.955655           -26.115820
     100.562500             1.763510           -25.134453
     100.625000             2.428235           -24.387366
     100.687500             1.810044           -23.601338
     100.750000             1.762724           -22.602458
     100.812500             2.263213           -23.468202
     100.875000             1.990183           -24.430207
     100.937500             1.790959           -23.450253
     101.000000             1.964912           -22.465499
     101.062500             2.960068           -22.367195
     101.125000             2.682670           -21.406440
     101.187500             2.197607           -20.531961
     101.250000             2.175962           -19.532195
     101.312500             2.979230           -20.127814
     101.375000             3.741892           -20.774611
     101.437500             3.580217           -21.761454
     101.500000             2.591199           -21.613658
     101.562500             3.503902           -22.022282
     101.625000             2.924362           -22.837225
     101.687500             2.102627           -23.407095
     101.750000             1.323985           -24.034563
     101.812500             2.208667           -24.500758
     101.875000             1.611395           -25.302797
     101.937500             0.621976           -25.447888
     102.000000             1.444275           -24.878832
     102.062500             0.445594           -24.930189
     102.125000            -0.510342           -25.223762
     102.187500            -0.556052           -24.224807
     102.250000            -0.632401           -23.227726
     102.312500            -1.619339           -23.388824
     102.375000            -0.788120           -23.944768
     102.437500            -0.174612           -23.155079
     102.500000            -0.093121           -24.151753
     102.562500             0.590045           -23.421490
     102.625000            -0.173452           -24.067301
     102.687500            -1.168432           -23.967228
     102.750000            -0.577291           -23.160660
     102.812500            -0.915231           -24.101828
     102.875000            -1.793475           -24.580039
     102.937500            -2.374033           -23.765820
     103.000000            -1.729723           -23.001055
     103.062500            -0.985181           -23.668630
     103.125000            -1.922441           -24.017261
     103.187500            -1.250680           -23.276493
     103.250000            -1.735967           -24.150848
     103.312500            -0.848282           -23.690397
     103.375000            -1.648373           -24.290276
     103.437500            -0.670934           -24.501495
     103.500000            -1.031520           -25.434221
     103.562500            -0.674855           -24.499989
     103.625000            -0.083324           -23.693707
     103.687500             0.858162           -24.030758
     103.750000             0.187099           -24.772157
     103.812500             1.179465           -24.648830
     103.875000             2.176989           -24.719154
     103.937500             1.176990           -24.717647
     104.000000             1.547906           -25.646313
     104.062500             0.637582           -25.232417
     104.125000             0.116379           -26.085850
     104.187500             1.113196           -26.165578
     104.250000             0.182985           -25.798552
     104.312500             0.394230           -26.775986
     104.375000             1.338896           -26.447952
     104.437500             1.102127           -25.476386
     104.500000             0.314397           -26.092407
     104.562500            -0.684386           -26.141726
     104.625000            -0.014932           -26.884580
     104.687500            -1.006217           -27.016316
     104.750000            -1.667304           -27.766626
     104.812500            -2.635575           -28.016527
     104.875000            -2.953046           -28.964795
     104.937500            -3.337438           -28.041625
     105.000000            -4.323749           -28.206521
     105.062500            -3.895244           -27.302981
     105.125000            -3.059177           -27.851609
     105.187500            -3.812077           -28.509744
     105.250000            -3.137516           -27.771526
     105.312500            -3.909826           -27.136280
     105.375000            -3.493251           -26.227179
     105.437500            -2.752796           -25.555073
     105.500000            -1.765438           -25.396563
     105.562500            -2.474616           -26.101592
     105.625000            -3.465284           -25.965292
     105.687500            -4.463726           -25.909484
     105.750000            -3.732202           -25.227668
     105.812500            -3.265632           -26.112153
     105.875000            -3.903049           -25.341634
     105.937500            -4.690697           -25.957759
     106.000000            -3.733740           -25.667530
     106.062500            -4.278404           -24.828875
     106.125000            -4.944111           -25.575088
     106.187500            -5.622283           -24.840185
     106.250000            -5.921860           -25.794257
     106.312500            -6.614322           -25.072803
     106.375000            -7.432403           -24.497700
     106.437500            -7.819540           -25.419722
     106.500000            -8.622909           -24.824240
     106.562500            -9.073858           -23.931690
     106.625000            -9.919516           -24.465416
     106.687500            -9.698253           -25.440630
     106.750000           -10.174954           -26.319696
     106.812500            -9.326865           -25.789842
     106.875000            -8.414272           -25.380972
     106.937500            -7.747264           -26.126022
     107.000000            -7.617528           -27.117570
     107.062500            -7.040857           -26.300594
     107.125000            -6.150831           -25.844685
     107.187500            -5.965787           -26.827415
     107.250000            -5.124311           -26.287120
     107.312500            -4.212295           -25.876964
     107.375000            -3.387215           -26.441980
     107.437500            -2.709549           -25.706610
     107.500000            -3.180639           -26.588695
     107.562500            -2.415206           -25.945180
     107.625000            -1.520937           -26.392710
     107.687500            -0.581752           -26.736121
     107.750000             0.102707           -27.465172
     107.812500             0.837770           -28.143171
     107.875000             1.713082           -27.659611
     107.937500             2.545307           -28.214049
     108.000000             2.081228           -29.099843
     108.062500             2.853569           -29.735051
     108.125000             1.888508           -29.997075
     108.187500             1.544601           -29.058072
     108.250000             2.517189           -28.825536
     108.312500             1.980342           -27.981857
     108.375000             2.980171           -27.963358
     108.437500             2.280949           -27.248453
     108.500000             1.718897           -28.075555
     108.562500             2.231276           -28.934315
     108.625000             2.805463           -29.753039
     108.687500             3.185815           -30.677881
     108.750000             4.000249           -31.258136
     108.812500             4.986122           -31.425631
     108.875000             5.002938           -32.425489
     108.937500             5.067885           -33.423378
     109.000000             5.528571           -32.535815
     109.062500             4.566580           -32.262733
     109.125000             4.608368           -33.261859
     109.187500             3.639234           -33.508398
     109.250000             3.905759           -32.544570
     109.312500             3.439273           -33.429098
     109.375000             4.435572           -33.343145
     109.437500             3.446084           -33.487763
     109.500000             3.342969           -32.493093
     109.562500             3.120285           -33.467984
     109.625000             3.732560           -34.258629
     109.687500             4.600436           -34.755409
     109.750000             5.099749           -33.888988
     109.812500             5.921430           -33.319040
     109.875000             6.053040           -32.327738
     109.937500             5.457889           -33.131352
     110.000000             4.654610           -33.726955
     110.062500             5.277198           -32.944406
     110.125000             6.243994           -32.688853
     110.187500             7.179864           -33.041198
     110.250000             6.310448           -33.535279
     110.312500             6.934639           -32.754007
     110.375000             7.252285           -33.702217
     110.437500             7.871240           -34.487643
     110.500000             6.923059           -34.805372
     110.562500             7.336209           -33.894709
     110.625000             6.594535           -33.223948
     110.687500             7.404342           -32.637250
     110.750000             6.517504           -33.099332
     110.812500             7.090604           -32.279846
     110.875000             6.299080           -32.890984
     110.937500             7.071709           -33.525843
     111.000000             6.171194           -33.091018
     111.062500             5.818036           -32.155454
     111.125000             6.198885           -31.230817
     111.187500             5.324662           -30.745292
     111.250000             5.424288           -29.750268
     111.312500             4.887795           -28.906363
     111.375000             5.811771           -29.288813
     111.437500             4.867966           -29.619316
     111.500000             4.432501           -28.719110
     111.562500             4.904376           -27.837445
     111.625000             4.904350           -28.837445
     111.687500             5.897046           -28.716802
     111.750000             6.872034           -28.939059
     111.812500             7.702086           -29.496746
     111.875000             8.421529           -30.191297
     111.937500             9.314892           -29.741962
     112.000000             9.973670           -30.494299
     112.062500             9.999689           -31.493961
     112.125000            10.999685           -31.491144
     112.187500            10.501325           -32.358114
     112.250000            10.021473           -31.480765
     112.312500             9.500274           -30.627330
     112.375000             8.874824           -31.407594
     112.437500             7.882297           -31.285574
     112.500000             7.224550           -30.532335
     112.562500             8.116906           -30.081004
     112.625000             7.977823           -31.071284
     112.687500             8.505321           -30.221728
     112.750000             9.209288           -30.931961
     112.812500            10.208452           -30.891078
     112.875000             9.267848           -31.230584
     112.937500             9.540031           -30.268338
     113.000000            10.529754           -30.125342
     113.062500             9.614403           -29.722685
     113.125000            10.381731           -29.081430
     113.187500            10.944367           -28.254726
     113.250000            11.475925           -27.407704
     113.312500            10.665577           -27.993653
     113.375000            11.410137           -28.661209
     113.437500            12.281134           -29.152499
     113.500000            12.107561           -28.167678
     113.562500            11.373134           -28.846366
     113.625000            10.438142           -28.491697
     113.687500            10.924960           -29.365201
     113.750000            10.355326           -28.543303
     113.812500            10.731438           -29.469877
     113.875000            10.619888           -28.476118
     113.937500             9.844134           -27.845083
     114.000000            10.724852           -27.371441
     114.062500             9.771491           -27.673275
     114.125000            10.603653           -28.227807
     114.187500             9.804763           -28.829283
     114.250000            10.662815           -28.315720
     114.312500             9.817869           -28.850573
     114.375000            10.672968           -28.332107
     114.437500            10.484283           -29.314145
     114.500000            11.085224           -28.514851
     114.562500            11.360625           -29.476181
     114.625000            11.882261           -28.623012
     114.687500            12.830745           -28.306188
     114.750000            13.815000           -28.482942
     114.812500            12.840233           -28.259716
     114.875000            11.840242           -28.263966
     114.937500            11.239610           -27.464442
     115.000000            10.239632           -27.471134
     115.062500             9.271702           -27.219914
     115.125000             9.258745           -26.219998
     115.187500             9.288618           -25.220444
     115.250000            10.271681           -25.037172
     115.312500             9.834863           -24.137622
     115.375000            10.649839           -24.717117
     115.437500             9.757034           -25.167561
     115.500000            10.535599           -25.795125
     115.562500            11.524930           -25.649436
     115.625000            10.649530           -25.166036
     115.687500            11.466894           -25.742159
     115.750000            10.540510           -25.365578
     115.812500            11.184872           -24.600859
     115.875000            10.198282           -24.764074
     115.937500             9.315531           -24.294233
     116.000000            10.310151           -24.190647
     116.062500            11.308057           -24.255326
     116.125000            11.126463           -23.271952
     116.187500            11.501572           -22.344972
     116.250000            11.913046           -21.433550
     116.312500            11.597841           -22.382574
     116.375000            11.615475           -21.382729
     116.437500            10.800586           -21.962346
     116.500000            11.422638           -21.179370
     116.562500            10.461104           -20.904686
     116.625000            10.191647           -21.867699
     116.687500            11.120079           -21.496196
     116.750000            11.656935           -22.339870
     116.812500            11.543097           -21.346371
     116.875000            10.732022           -21.931314
     116.937500            10.396761           -22.873439
     117.000000             9.568318           -23.433512
     117.062500            10.176490           -22.639707
     117.125000            10.864392           -21.913903
     117.187500            10.479634           -22.836921
     117.250000            10.417952           -21.838825
     117.312500            10.698740           -22.798594
     117.375000             9.866531           -22.244133
     117.437500             9.276569           -21.436701
     117.500000            10.274370           -21.502983
     117.562500            11.270583           -21.416037
     117.625000            10.335015           -21.769185
     117.687500             9.845131           -20.897398
     117.750000            10.053132           -19.919269
     117.812500             9.484172           -19.096904
     117.875000             9.720392           -20.068604
     117.937500            10.509248           -19.454025
     118.000000            11.307866           -20.055862
     118.062500            10.707647           -20.855697
     118.125000            11.027473           -21.803174
     118.187500            10.348281           -22.537134
     118.250000             9.419932           -22.908845
     118.312500             9.583456           -21.922306
     118.375000             8.751914           -22.477769
     118.437500             8.257324           -21.608642
     118.500000             8.092463           -20.622325
     118.562500             7.762221           -19.678429
     118.625000             6.964835           -19.074960
     118.687500             7.437139           -19.956395
     118.750000             6.685169           -20.615593
     118.812500             7.080305           -21.534215
     118.875000             6.215878           -22.036975
     118.937500             5.399794           -22.614907
     119.000000             5.793409           -21.695632
     119.062500             6.028586           -20.723679
     119.125000             6.709330           -19.991159
     119.187500             6.024175           -20.719556
     119.250000             5.086624           -20.371707
     119.312500             4.262898           -20.938695
     119.375000             4.834222           -21.759420
     119.437500             5.589995           -22.414253
     119.500000             6.260495           -21.672343
     119.562500             5.267554           -21.790953
     119.625000             5.468571           -22.770541
     119.687500             5.839773           -23.699093
     119.750000             5.145514           -24.418818
     119.812500             6.079610           -24.061797
     119.875000             5.584513           -24.930634
     119.937500             4.951074           -25.704427
     120.000000             4.006343           -25.376579
     120.062500             3.232034           -26.009386
     120.125000             2.882181           -26.946191
     120.187500             2.672401           -27.923939
     120.250000             1.732992           -27.581140
     120.312500             1.544317           -28.563179
     120.375000             1.052747           -29.434017
     120.437500             0.351233           -28.721362
     120.500000             1.306189           -28.424615
     120.562500             2.036842           -29.107364
     120.625000             1.131864           -28.681907
     120.687500             1.790133           -29.434689
     120.750000             1.520476           -30.397645
     120.812500             2.362887           -29.858810
     120.875000             3.224972           -30.365573
     120.937500             3.890615           -31.111843
     121.000000             4.200209           -32.062712
     121.062500             5.170510           -32.304616
     121.125000             5.859544           -31.579887
     121.187500             5.145874           -32.280369
     121.250000             5.975998           -32.837948
     121.312500             4.976438           -32.867633
     121.375000             4.472650           -33.731461
